,Words,Emotions
12556,i have that feeling but idol anime is pretty popular so it could be anything,joy
12557,i feel even more passionate about the gospel now than i have ever in my life and its because of my knowledge of the savior,joy
12558,i know i did and im still feeling the effects of rich dinners and sweet treats,joy
12559,i left kicking myself for the awkwardness of my departure but feeling triumphant at not only having succeeded at my mission but having enjoyed myself as well,joy
12560,i feel like i should see it through to the bitter end so thats what im going to do,anger
12561,i said earlier our bodies have gotten used to the heat and the curiosity of what degrees feels like keeps me eager for the next summer day,joy
12562,i feel so weird about it,surprise
12563,i dont even think i would be ready to be fuck buddys because if theres emotions from him i would feel horrible when im not giving them back,sadness
12564,i thought it d be and i got full marks on the questions which makes me feel quite clever,joy
12565,im not a huge history buff but i do feel emotional when i think of my great uncle,sadness
12566,i feel i should probably move on to the meat of my story before i get too distracted by the side dishes what happened to good music,anger
12567,i feel about him and how he affects me and people around me this is my story i have been trying for years to find a way back to the life i had before being in a long and very violent relationship,anger
12568,i saw a gain on the scale this morning which didn t surprise me but it did make me feel pretty lousy a lot of it is water weight and disgestive issues which will pass but i need to put some work in to push on now months till christmas did i hear you say,sadness
12569,i feel positively ashamed when i look out of the window and see the state of things,sadness
12570,im feeling somewhat verbally lame as i listen for the eighth time to suzanne vegas nine objects of desire,sadness
12571,i feel tender cool and relax after enjoying these wonderful masters,love
12572,i feel that in order to prevent a lot of this company violent manager should have to have some sort of formal training as well as mental evaluation,anger
12573,i feel like calling them bitches but it wasnt exactly bitchy coz it wasnt intentional but i could call them ungrateful inconsiderate selfish ok ill say bitches,anger
12574,i spent so much of this year waiting for these summer moments and it feels like i ve resigned summer to a certain extent just waiting to get on with life and start a new chapter in st paul,sadness
12575,i could have just paid and rushed off i dont think they could really have stopped me but i was also feeling my submissive sissy emotions bubbling to the surface,sadness
12576,i feel shes just more talented than i am,joy
12577,i almost always feel awkward,sadness
12578,i feel like my trust is being abused the less i feel like theres a future for us,sadness
